"item_id","item_pymnt_amount","item_desc_dutch","item_desc_translation","item_location","month","year","manuscript","folio_num"
269,"3 s","1 ½ dach","one-and-a-half day's work",1,"January",1455,1214,"128r"
270,"16 ½ s","aen een cloclzeel","for a bell bracket (strap)",1,"January",1455,1214,"128r"
271,"6 s","ghezagt 1 ½ dach","one-and-a-half day’s work sawing",1,"February",1455,1214,"128r"
272,"1½ s","van dienste","for work (service)",1,"February",1455,1214,"128r"
273,"4 gripen 7 s","2 gherdinen in den hogen koer","wo curtains in the high choir",1,"March",1455,1214,"128v"
274,"3 s","van dienste","for work (service)",1,"March",1455,1214,"128v"
275,"2 s","van der vijncten scoen te makene","for cleaning the vaults",1,"March",1455,1214,"128v"
276,"1 s","In der heerenhuys den den scoerstten te ruymene","for cleaning the mantle in the main house",1,"March",1455,1214,"128v"
277,"1 s","van den bornevate te makene","for making a watering can",1,"April",1455,1214,"129r"
278,"7 pl","van dienste","for work (service)",1,"April",1455,1214,"129r"
279,"3 s","aen die orgelen te ledere","for lead work on the organ",1,"April",1455,1214,"129r"
280,"3 ½ s","aen lijm","for plaster (mud)",1,"April",1455,1214,"129r"
281,"4 gripen 6 s","van den orgelen te sofferene","for cleaning the organ",1,"April",1455,1214,"129r"
282,"6 s","van der haut te verwene ende te makenne","for making and painting the wood",1,"April",1455,1214,"129r"
283,"4 s","van lakenne daer dat silver op hinct","for the cloth on which the silver hangs",1,"April",1455,1214,"129r"
284,"1½ s","te papiere","for paper",1,"May",1455,1214,"129v"
285,"3 gripen","van den orgelen te spelene","for playing the organ",1,"May",1455,1214,"129v"
286,"3 gripen","unstated work",,1,"May",1455,1214,"129v"
287,"4 s 1 oert","der maerten hout gechocht","purchased market(?) wood",1,"May",1455,1214,"129v"
288,"4 gripen","½ duysetn houts gecocht int bachuys","purchased five hundred pieces of lumber in the bakery",1,"May",1455,1214,"129v"
289,"11 s 1 oert","der maerten noch hout gechocht","purchased more market(?) wood",1,"June",1455,1214,"130r"
290,"1½ s","tot Gobertinghen geweest van dienste","went to Gobertange for work(service)",7,"June",1455,1214,"130r"
291,"3 gripen 7 ½ s","van neyene der fabriken betaelt","paid for sewing fabric",1,"June",1455,1214,"130r"
292,"14 s","2 dachhueren","two days rent",1,"July",1455,1214,"130v"
293,"3 s","unstated work",,1,"July",1455,1214,"130v"
294,"7 gripen 7 s","11m kalcx gechocht elc m om 7s","purchaced 11 m of chalk or lime (for plaster or mortar?) each m 7 s",1,"July",1455,1214,"130v"
295,"7 s","gewracht 4 dage dages 7pl","worked four days at a rate of 7 pl per day",1,"July",1455,1214,"130v"
296,"4s 9gr","2 ½ dach dages 7pl","two-and-a-half days’ work at a rate of 7 pl per day",1,"July",1455,1214,"130v"
297,"7 s 3 ½ pl","4 ½ dach","four-and-a-half days work",1,"July",1455,1214,"130v"
298,"20 s ","gewracht 5 dage dages 4s","worked five days at a rate of 4 s per day",1,"July",1455,1214,"130v"
299,"15 s","5 dage dages 3s","five days’ work at a rate of 3 s per day",1,"July",1455,1214,"130v"
300,"10½ s","6 dage","six days’ work",1,"July",1455,1214,"130v"
301,"10½ s","6 dage","six days’ work",1,"July",1455,1214,"130v"
302,"10½ s","6 dage","six days’ work",1,"July",1455,1214,"130v"
303,"3 s 3 pl","2 ½ dach dages 6pl","two-and-a-half days’ work at a rate of 6 pl per day",1,"July",1455,1214,"130v"
304,"13 ½ s","4 ½ dach dages 3s","four-and-a-half days work at a rate of 3 s per day",1,"July",1455,1214,"130v"
305,"2 s","1 dach","one day's work",1,"July",1455,1214,"130v"
306,"4 gripen 8 s","te Namen gechocht 11m kalcx elc m 8s metter vracht","purchased 11 m of chalk in Namur each m 8 s along with shipping",6,"August",1455,1214,"131r"
307,"4 s 9 gripen","gewracht 2 ½ dach dages 7pl","worked two-and-a-half days at a daily rate of 7 pl",1,"August",1455,1214,"131r"
308,"1½ s","tot Gobbertinghen geweest van dienst","traveled to Gobertange for work(service)",7,"August",1455,1214,"131r"
309,"1 s","van dienste","for work (service)",1,"August",1455,1214,"131r"
310,"8 s","twewerf tot Namen geweest van dienste","traveled twice to Namur for work(service)",6,"August",1455,1214,"131r"
311,"10½ s","6 dage dages 7pl","(worked) six days at a daily rate of 7 pl",1,"August",1455,1214,"131r"
312,"5 gripen","te Woelmerzeem stene gecocht","stone purchased in Wolmersheem",9,"August",1455,1214,"131r"
313,"6 gripen","500 oerduyne gecocht elc C 12s","purchased five-hundred (pieces of) blue stone each hundred 12 s",1,"September",1455,1214,"131v"
314,"3 pl","verdient","earned for unstated work",1,"September",1455,1214,"131v"
315,"4 ½ gripe","6m kalcx gecocht elc m 7 ½ s","purchased 6 m of chalk each m 7 ½ s",1,"September",1455,1214,"131v"
316,"20 s ","gewracht 5 dage dages 4s","worked five days at a rate of 4 s per day",1,"September",1455,1214,"131v"
317,"15 s","5 dage dages 3s","five days’ work at a rate of 3 s per day",1,"September",1455,1214,"131v"
318,"10½ s","3 ½ dach dages 3s","three-and-a-half days’ work at a rate of 3 s per day",1,"September",1455,1214,"131v"
319,"7 s 3 ½ pl","4 ½ dach dages 7pl","four-and-a-half days work at a daily rate of 7 pl",1,"September",1455,1214,"131v"
320,"15½ s","5 ½ dach dages 3s","five-and-a-half days’ work at a daily rate of 3 s",1,"September",1455,1214,"131v"
321,"8 s 3 pl","5 dage dages 7pl","five days’ work at a daily rate of 7 pl",1,"September",1455,1214,"131v"
322,"8 s 3 pl","5 dage dages 7pl","five days’ work at a daily rate of 7 pl",1,"September",1455,1214,"131v"
323,"4 ½ s","3 dage dages 6pl","three days’ work at a daily rate of 6 pl",1,"September",1455,1214,"131v"
324,"3 gripen 9 pl","5m kalcx ende 3h gecocht m 6s","purchased 5 m 3 h chalk 6 s per m",1,"September",1455,1214,"131v"
325,"11 s","ter Nouwerkercken 1100 koreele gehaelt","1100 tiles transported to Nieuwerkercken",8,"September",1455,1214,"131v"
326,"20 s ","gewracht 5 dage","five days’ work",1,"October",1455,1214,"132r"
327,"13 ½ s","4 ½ dach","four-and-a-half days work",1,"October",1455,1214,"132r"
328,"13 ½ s","4 ½ dach","four-and-a-half days work",1,"October",1455,1214,"132r"
329,"10½ s","3 ½ dach dages 3s","three-and-a-half days’ work",1,"October",1455,1214,"132r"
330,"7 s 3 ½ pl","4 ½ dach","four-and-a-half days work",1,"October",1455,1214,"132r"
331,"7 s 3 ½ pl","4 ½ dach","four-and-a-half days work",1,"October",1455,1214,"132r"
332,"7 s 3 ½ pl","3 ½ dach","three-and-a-half days’ work",1,"October",1455,1214,"132r"
333,"4 ½ s","4 dage","four days’ work",1,"October",1455,1214,"132r"
334,"12 s","4 dage","four days’ work",1,"October",1455,1214,"132r"
335,"7 s","4 dage","four days’ work",1,"October",1455,1214,"132r"
336,"13 ½ s","4 ½ dach","four-and-a-half days work",1,"October",1455,1214,"132r"
337,"7 s 3 ½ pl","4 ½ dach","four-and-a-half days work",1,"October",1455,1214,"132r"
338,"7 s","4 dage","four days’ work",1,"October",1455,1214,"132r"
339,"1½ s","1 ½ dach","one-and-a-half day's work",1,"October",1455,1214,"132r"
340,"3 s","noch 2 dage","another two days’ work",1,"October",1455,1214,"132r"
341,"2 s","die de stene in droegen","who carried in the stone",1,"October",1455,1214,"132r"
342,"8 s","van dienste","for work (service)",1,"October",1455,1214,"132r"
343,"4 gripen","48 voete sitten stene elcken voet 20gr","48 wagon loads of sitten(?) stone each load 20 gr",7,"October",1455,1214,"132v"
344,"4 gripen 9 s 4 gr","voer lijsten 59 voete elcken voet 20gr","transported 59 wagon loads of slate each load 20 gr",7,"October",1455,1214,"132v"
345,"5 gripen 3 cs 2 gr Min","oerduyne 42 voete ende eggestene 21 ½ voet elcken voet 20gr","42 wagon loads of blue stone and 21 ½ wagon loads of harrow stone, each load 20 gr",7,"October",1455,1214,"132v"
346,"6 ½ gripen","100 oerduyne","100 blue stone",7,"October",1455,1214,"132v"
347,"5 s 10 gr","ingel stene 6 ½ voet","6 ½ wagon loads of ingel(?) stone",7,"October",1455,1214,"132v"
348,"13 gripen","oerduyne 200 voete","200 wagon loads of blue stone",1,"October",1455,1214,"132v"
349,"4 gripen 9 s 4 gr","59 voeten waterlijsten elcken voet 20gr","59 wagon loads of gutter (water slate) each load 20 gr",1,"October",1455,1214,"132v"
350,"24 gripen","40 voete gehouwens wercs aen die dore elcken voet cost 6s","40 wagon loads of cut (dressed) (stone) work at the dore(?) each load 6 s",1,"October",1455,1214,"132v"
351,"9 gripen 8s","7 dusent coreele ghecocht","purchased seven thousand tiles",1,"October",1455,1214,"133r"
352,"14 s","unspecified work",,1,"October",1455,1214,"133r"
353,"32 s 3 pl","17 stene rouwen costen tsuke 7pl 3s","seventeen stones roughed out cost per piece 7 pl 3 s",1,"October",1455,1214,"133r"
354,"7 gripen 7s 1pl","12m calcx ghecocht ende 7h m cost 6s","purchased 12 m and 7 h of chalk each m cost 6 s",1,"October",1455,1214,"133r"
355,"5 s","van den calcke te beslane","for transporting(?) chalk",1,"October",1455,1214,"133r"
356,"3 h","van vlijsteen ordunen gehaelt te Thienen ende van savele te voerenne","for transporting slate [and?] bluestone to Thienen and for carrying gravel",11,"June",1456,1214,"138r"
357,"4 h","1 voere te Gobbertinghen","one trip to Gobertange",7,"June",1456,1214,"138r"
358,"4 h","te Gobbertinghen","(trip to) to Gobertange",7,"June",1456,1214,"138r"
359,"9 ½ h","2 voeren tot Gobbertinghen met 5 perden ende 1 dach korele ghevoert","two trips to Gobertange with five horses and a day of hauling tile",7,"June",1456,1214,"138r"
360,"4 h","den selven den wijbusscop ghehaelt te Thienen","the same (person) transported the Suffragan to Thienen (part 1 of 2)",11,"June",1456,1214,"138r"
361,"NULL","ende te Dieste ghevoert ende 2 voeder savels","and traveled to Dieste and (also carried) two wagon loads of gravel (part 2 of 2)",10,"June",1456,1214,"138r"
362,"7 ½ h","1 voer te Gobbertinghen ende van anderen dienste","one trip to Gobertange and for other service (work)",7,"June",1456,1214,"138r"
363,"4 h","1 voer te Gobbertinghen","one trip to Gobertange",7,"June",1456,1214,"138r"
364,"11 h","3 voeren tot Gobbertinghen","three trips to Gobertange",7,"June",1456,1214,"138r"
365,"8 h","1 voer te Gobbertinghen veerteen ordune","one trip to Gobertange fourteen (pieces) bluestone (part 1 of 2)",7,"June",1456,1214,"138r"
366,"NULL","ende te Bost 400 ordune","and to Bost 400 (pieces) bluestone (part 2 of 2)",12,"June",1456,1214,"138r"
367,"10 h","2 voeren tot Gobbertinghen ende 1500 korele","two trips to Gobertange and 1500 tiles",7,"June",1456,1214,"138r"
368,"6 m","7 werf te Gobbertinghen","seven times to Gobertange (part 1 of 2)",7,"June",1456,1214,"138r"
369,"NULL","ende ordune te Bost 1 dach hout ghevoert ende van savele ende noch metter kerren","and to Bost with bluestone transported wood and gravel on day and then again with a kart (part 2 of 2)",12,"June",1456,1214,"138r"
370,"7 h","met sinen waghen verdient aen alderhand werck","earned for various work with his wagon",1,"June",1456,1214,"139v"
371,"34 ½ h","van sinen voeren te Gobbertinghen ende van savele ende van leme ende van korelen ende van 200 walmen ende stroe","vor his trips to Gobertange and for gravel and for lime and for tiles and for 200 walmen (flax?) and stra",7,"June",1456,1214,"139v"
372,"2 h","1000 korele ende te Lintere om ordune","1000 tiles and (a trip) to Linteren for bluestone",13,"June",1456,1214,"139v"
373,"4 ½ gripe","5 daghe ellic daechs 9s","five days each day 9 s",1,"July",1456,1214,"146v"
374,"8 s","op die beke in der herenhuys 4 daghe ellic daechs 2s","four days at the beke (marker?) in the manor house at a daily rate of 2 s",1,"July",1456,1214,"146v"
375,"6 s","4 dage","four days’ work (unspecified)",1,"July",1456,1214,"146v"
376,"6 s","te latten ende vitsen","for batten (lath) and vitsen (trellis?)",1,"July",1456,1214,"146v"
377,"6 s","3 dage ellic daechs 2s","three days’ work (unspecified) at a daily rate of 2 s",1,"July",1456,1214,"146v"
378,"12 s","6 daghe","six days’ work",1,"July",1456,1214,"146v"
379,"6 s","gheseegt 1 ½ dach","one-and-a-half days of sawing",1,"August",1456,1214,"146v"
380,"7 s","3 ½ dach","three-and-a-half days’ work",1,"August",1456,1214,"146v"
381,"7 s","3 ½ dach","three-and-a-half days’ work",1,"August",1456,1214,"146v"
382,"15 pl","in der keercken dienst gheweest 2 ½ dach","two-and-a-half days in the service(working for) the church",1,"August",1456,1214,"147r"
383,"8 s","2 daghe ghesaecht","two days’ work sawing",1,"August",1456,1214,"147r"
384,"17 ½ s","5 daghe ellic daechs 3 ½ s","five days work at a daily rate of 3 ½ s",1,"August",1456,1214,"147r"
385,"1½ s","dienste","service(work)",1,"August",1456,1214,"147r"
386,"7 s","bijntzele ghecoft","purchased twine",1,"August",1456,1214,"147r"
387,"½ s","besseme ghecoft","purchased a broom",1,"August",1456,1214,"147r"
388,"1½ s","3 lampen ghecoft","purchased three lamps",1,"August",1456,1214,"147r"
389,"6 pl","aen kathuyn","for clayware (?)",1,"September",1456,1214,"147v"
390,"1½ s","1 dach","one day's work",1,"September",1456,1214,"147v"
391,"2 ½ s","te bijntzele","for twine",1,"September",1456,1214,"147v"
392,"3 ½ s","noch te bijtzele","for more twine",1,"September",1456,1214,"147v"
393,"3 s","2 dage","two days’ work (unspecified)",1,"October",1456,1214,"147v"
394,"7 ½ gripen","op keerchuys ghedeect 15 daghe ellic daechs 5s","15 days’ roofing work on the church at a daily rate of 5 s",1,"October",1456,1214,"147v"
395,"1½ s","1 dach","one day's work",1,"October",1456,1214,"147v"
396,"21 pl","3 daghe verdient aen die keercke","earned for 3 days’ work at the church",1,"October",1456,1214,"147v"
397,"17 ½ s","5 daghe ellic daechs 3 ½ s","five days work at a daily rate of 3 ½ s",1,"October",1456,1214,"147v"
398,"8 ½ s","aen latten","for battens",1,"October",1456,1214,"147v"
399,"4 s","1 dach","one day's work",1,"December",1456,1214,"148r"
400,"17 s 2 gr min","een zeel van 29lb ellic pont 14gr","a bracket weighing  29lb each pound 14 gr",1,"December",1456,1214,"148r"
401,"4 s","3 gordeels","three belts",1,"December",1456,1214,"148r"
402,"10½ s","3 daghe aen den nuwen choer ellic daechs 3 ½ s","three days’ work on the new choir at a daily rate of 3 ½ s",1,"December",1456,1214,"148r"
403,"16 gr","ghecoft 100lb loets ende 40lb een rolle die hondert ponts costen 41s Ende die 40lb 16s","purchased 140 lbs of lead One roll weighing 100 lb cost 41 s and one weighing 40 lb cost 16 s",1,"January",1457,1214,"148v"
404,"11 s","in Onser Vrauwen choer aen twee kaendeleren te maken","for making two chandeliers in the choir of Our Lady",1,"February",1457,1214,"148v"
405,"2 s","1 dach","one day's work",1,"February",1457,1214,"148v"
406,"8 ½ gripe","ghecoft 1000 houts","purchased 1000 (pieces) of wood",1,"March",1457,1214,"148v"
407,"1½ s","te papiere","for paper",1,"March",1457,1214,"148v"
408,"20 gr","verdient met naeyn","earned for sewing",1,"March",1457,1214,"148v"
409,"2 ½ s","die vijnte scoen te maken","for cleaning the vault",1,"April",1457,1214,"149r"
410,"10½ s","te Dormale 3 daghe ellics daechs 3 ½ s","(work) in Dormale three days at a daily rate of 3 ½ s",3,"April",1457,1214,"149r"
411,"5 s","5 busselen latten te Dormale gheorbeert","five busshels of batten ordered for Dormale",3,"April",1457,1214,"149r"
412,"3 s","verdient aen alderhans werc van der keercken","earned for various work for the church",1,"May",1457,1214,"149r"
413,"1½ s","½ dach","half-day's work",1,"May",1457,1214,"149r"
414,"3 ½ pl","½ dach","half-day's work",1,"May",1457,1214,"149r"
415,"10 s","ghecort","“short” – money owed for service but not paid previously?",1,"May",1457,1214,"149r"
416,"1½ s","cathune","same as Kathyn? Perhaps cetijn or Acacia wood?",1,"May",1457,1214,"149r"
417,"3 s","2 dage","two days’ work (unspecified)",1,"May",1457,1214,"149r"
418,"22 s","Ghecoft … 500 houts ghenau thuys ghelevert 600","purchased … 500 (pieces) of wood, 600 delevered on site",1,"June",1457,1214,"149v"
419,"1 s","aen die vunte ½ quaert rijnswijns","½ quart Rhine wine for the font",1,"June",1457,1214,"149v"
420,"15 s","in den oemgaenc voer Synte Leonart 3 hoecpipers","for 3 bagpipers(?) for the Procession of St. Leonard",1,"June",1457,1214,"149v"
421,"2 s","Keuen met ener scalmeyen","Keuen(?) with a shawm",1,"June",1457,1214,"149v"
422,"7 s","noch 7 ghesellen die op snaer speelden ellic 1s","another 7 companions who played the drums each (player) 1s",1,"June",1457,1214,"149v"
423,"18 s","den ghesellen van den spele","for the actors in the play",1,"June",1457,1214,"149v"
424,"2 s","van dienste","for work (service)",1,"June",1457,1214,"149v"
425,"20 gripen","betaelt van wercke dat dy oude momvoren ontfaen hadden voer Synt Ianmesse hem tecort","for (outstanding) payment (due) for the work that the old churchwarden had taken on for Saint John’s Mass",16,"July",1456,1214,"150r"
426,"39 s","6 ½ m calx ellic m 6s","six-and-a-half m chalk each m 6 s",16,"July",1456,1214,"150r"
427,"3 s","van den calcke te beslane","for transporting(?) chalk",16,"July",1456,1214,"150r"
428,"16 s","4 daghe ghehouwen in de loge ellics daechs 4s","four days work hewing (timber) in the lodge at a daily rate of 4 s",16,"July",1456,1214,"150r"
429,"14 s","4 dage ghehouwen ellics daechs 4s","four days of hewing (timber also at the lodge) at a daily rate of 4 s",16,"July",1456,1214,"150r"
430,"6 s","2 dage","two days’ work (unspecified)",16,"July",1456,1214,"150r"
431,"3 s","1 dach","one day's work",16,"July",1456,1214,"150r"
432,"3 ½ s","2 dage","two days’ work (unspecified)",16,"July",1456,1214,"150r"
433,"17 ½ pl","2 ½ dach","two-and-a-half days’ work",16,"July",1456,1214,"150r"
434,"31 ½ pl","4 ½ dach","four-and-a-half days work",16,"July",1456,1214,"150r"
435,"7 s","1 dach","one day's work",16,"July",1456,1214,"150r"
436,"10 s","1 dach hout ghevoert tymmerhout","one days’ work transporting lumber",16,"July",1456,1214,"150r"
437,"2 gripen","te Gobbertinghen met 5 perden verdient","earned for (trip) to Gobertange with 5 horses",7,"July",1456,1214,"150r"
438,"16 s","4 dage","four days’ work",16,"August",1456,1214,"150v"
439,"14 s","4 dage","four days’ work",16,"August",1456,1214,"150v"
440,"8 s","4 dage ellic daechs 2s","four days’ work at a daily rate of 2 s",16,"August",1456,1214,"150v"
441,"10½ s","3 dage ellic daechs 3 ½ s","three days’ work at a daily rate of 3 ½ s",16,"August",1456,1214,"150v"
442,"10½ s","3 dagehe ellic daghes 3 ½ s(three days’ work at a daily rate of 3 ½ s)",,16,"August",1456,1214,"150v"
443,"6 s","3 daghe ellic daechs 2s","three days’ work at a daily rate of 2 s",16,"August",1456,1214,"150v"
444,"7 s","4 dage","four days’ work",16,"August",1456,1214,"150v"
445,"7 s","4 dage","four days’ work",16,"August",1456,1214,"150v"
446,"8 s 3 pl","5 dage","five days’ work",16,"August",1456,1214,"150v"
447,"12 s","4 dage","four days’ work",16,"August",1456,1214,"150v"
448,"9 s","3 daghe","three days’ work",16,"August",1456,1214,"150v"
449,"10 s","5 dage","five days’ work",16,"August",1456,1214,"150v"
450,"10 s","5 dage","five days’ work",16,"August",1456,1214,"150v"
451,"24 s","6 daghe","six days’ work",16,"August",1456,1214,"150v"
452,"21 s","6 daghe ellic daechs 3 ½ s","six days’ work at a daily rate of 3 ½ s",16,"August",1456,1214,"150v"
453,"12 s","6 daghe ellic daechs 2s","six days’ work at a daily rate of 2 s",16,"August",1456,1214,"150v"
454,"13 ½ s","4 ½ dach","four-and-a-half days work",16,"August",1456,1214,"150v"
455,"10½ s","6 dage","six days’ work",16,"August",1456,1214,"150v"
456,"10½ s","6 daghe","six days’ work",16,"August",1456,1214,"150v"
457,"10½ s","6 dage","six days’ work",16,"August",1456,1214,"150v"
458,"12 s","4 dage","four days’ work",16,"August",1456,1214,"150v"
459,"5 ½ gripe 3 gr","6m calx ghecoft ende 1 h … ellic m 9s","purchased 6 m and 1 h chalk each m 9s",16,"August",1456,1214,"151r"
460,"41 s 15 gr","Noch 4 ½ calx ende 1h ellic m 9s","another 4 ½ (m) and 1 h chalk each m 9 s",16,"August",1456,1214,"151r"
461,"14 s","te Gobbertinghen 8 rou steen ghecoft","purchased eight raw (rough) stones from Gobertange",7,"August",1456,1214,"151r"
462,"1½ s","1 dach","one day's work",16,"August",1456,1214,"151r"
463,"14 s","4 daghe","four days’ work",16,"August",1456,1214,"151r"
464,"4 s","van twee tuten te maken","for making two flagons",16,"August",1456,1214,"151r"
465,"10½ s","3 daghe elc daechs 3 ½ s","three days’ work at a daily rate of 3 ½ s",16,"August",1456,1214,"151r"
466,"3 ½ s","1 dach","one day's work",16,"August",1456,1214,"151r"
467,"4 s","2 daghe ellic daechs 2s","two days’ work at a daily rate of 2 s",16,"August",1456,1214,"151r"
468,"10½ s","3 daghe","three days’ work",16,"August",1456,1214,"151r"
469,"10½ s","3 daghe","three days’ work",16,"August",1456,1214,"151r"
470,"6 s","3 daghe","three days’ work",16,"August",1456,1214,"151r"
471,"14 s","3 ½ dach","three-and-a-half days’ work",16,"August",1456,1214,"151r"
472,"17 ½ s","5 dage","five days’ work",16,"August",1456,1214,"151r"
473,"10 s","5 dage","five days’ work",16,"August",1456,1214,"151r"
474,"4 ½ s","1 ½ dach","one-and-a-half day's work",16,"August",1456,1214,"151r"
475,"10½ pl","1 ½ dach","one-and-a-half day's work",16,"August",1456,1214,"151r"
476,"12 s","1 ½ dach","one-and-a-half day's work",16,"August",1456,1214,"151r"
477,"3 ½ s","2 daghe","two days’ work",16,"August",1456,1214,"151r"
478,"3 ½ s","2 daghe","two days’ work",16,"August",1456,1214,"151r"
479,"3 s","1 ½ dach","one-and-a-half day's work",16,"August",1456,1214,"151v"
480,"3 s","1 ½ dach","one-and-a-half day's work",16,"August",1456,1214,"151v"
481,"3 s","2 daghe","two days’ work",16,"August",1456,1214,"151v"
482,"10 s","5 daghe","five days’ work",16,"August",1456,1214,"151v"
483,"10 s","5 daghe","five days’ work",16,"August",1456,1214,"151v"
484,"6 s","ghesaecht 1 ½ dach","1 ½ days’ work sawing",16,"August",1456,1214,"151v"
485,"24 s","6 daghe","six days’ work",16,"August",1456,1214,"151v"
486,"21 s","6 daghe","six days’ work",16,"August",1456,1214,"151v"
487,"12 s","6 daghe","six days’ work",16,"August",1456,1214,"151v"
488,"21 s","6 dage","six days’ work",16,"August",1456,1214,"151v"
489,"17 ½ s","5 daghe","five days’ work",16,"August",1456,1214,"151v"
490,"12 s","6 daghe","six days’ work",16,"August",1456,1214,"151v"
491,"3 ½ s","enen halven dach","one-half day's work",16,"August",1456,1214,"151v"
492,"14 s","noch 4 daghe","another four days’ work",16,"August",1456,1214,"151v"
493,"14 s","4 daghe","four days’ work",16,"August",1456,1214,"151v"
494,"7 ½ s","2 ½ dach","two-and-a-half days’ work",16,"August",1456,1214,"151v"
495,"15 s","5 daghe","five days’ work",16,"August",1456,1214,"151v"
496,"10½ s","6 daghe","six days’ work",16,"August",1456,1214,"151v"
497,"10½ s","6 daghe","six days’ work",16,"August",1456,1214,"151v"
498,"6 s 3 gr","3 ½ dach","three-and-a-half days’ work",16,"August",1456,1214,"151v"
499,"3 ½ s","2 daghe","two days’ work",16,"August",1456,1214,"151v"
500,"28 s","3 ½ m calx ecl m 8s","3 ½ m chalk, each m 8 s",16,"September",1456,1214,"152r"
501,"4 s","beslaghen calc","covered(?) chalk",16,"September",1456,1214,"152r"
502,"4 gripen","10 daghe","ten day’s work",16,"September",1456,1214,"152r"
503,"19 s 1 pl","5 ½ dach elcs daechs 3 ½ 2","five-and-a-half days’ work each day 3 ½ s",16,"September",1456,1214,"152r"
504,"20 s ","10 daghe","ten day’s work",16,"September",1456,1214,"152r"
505,"17 ½ s","ghecoft 1 kerre calx","purchased 1 cartload chalk",16,"September",1456,1214,"152r"
506,"19 s","Noch 1 kerre calx","another 1 cartload chalk",16,"September",1456,1214,"152r"
507,"12 gripen 25 pl","2 voeder calx van 12m ende 5h ellic m 10s","two loads of chalk of 12 m 5 h each m 10 s",16,"September",1456,1214,"152r"
508,"7 ½ s","2 ½ dach","two-and-a-half days’ work",16,"September",1456,1214,"152r"
509,"1½ s","½ dach","half-day's work",16,"September",1456,1214,"152r"
510,"3 ½ s","2 daghe","two days’ work",16,"September",1456,1214,"152r"
511,"3 ½ s","2 daghe","two days’ work",16,"September",1456,1214,"152r"
512,"10½ pl","1 ½ dach","one-and-a-half day's work",16,"September",1456,1214,"152r"
513,"16 s 1 pl","ghecoft 1 kerre calx van 13h den h 5pl","purchased 1 cartload chalk of 13 h each h 5 pl",16,"September",1456,1214,"152r"
514,"42 s 1 pl","noch 1 voeder calx 4m 1h ellic m 10s 1ort","another wagonload of chalk 4 m 1 h each m 10 s 1 ort",16,"September",1456,1214,"152r"
515,"16 s 1 pl","Noch 1 kerre calx","another 1 cartload chalk",16,"September",1456,1214,"152r"
516,"1½ s","1 dach","one day's work",16,"September",1456,1214,"152r"
517,"5 pl","noch van beslane","again for transport(?)",16,"September",1456,1214,"152r"
518,"36 s","9 daghe","nine days’ work",16,"September",1456,1214,"152v"
519,"31 ½ s","9 daghe","nine days’ work",16,"September",1456,1214,"152v"
520,"18 s","9 daghe","nine days’ work",16,"September",1456,1214,"152v"
521,"14 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
522,"14 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
523,"8 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
524,"12 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
525,"12 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
526,"7 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
527,"21 pl","3 daghe","three days’ work",16,"September",1456,1214,"152v"
528,"7 pl","in Wutheem 1 dach","one day in Wutheem",15,"September",1456,1214,"152v"
529,"7 s","4 daghe","four days’ work",16,"September",1456,1214,"152v"
530,"9 s","3 daghe","three days’ work",16,"September",1456,1214,"152v"
531,"21 pl","3 daghe","three days’ work",16,"September",1456,1214,"152v"
532,"21 pl","3 daghe","three days’ work",16,"September",1456,1214,"152v"
533,"5 s","unspecified work for the vaulted choir project",,16,"September",1456,1214,"152v"
534,"5 s","unspecified work for the vaulted choir project",,16,"September",1456,1214,"152v"
535,"22 ½ s","noch 18h calx den h 5pl","another 18 h of chalk each h 5 pl",16,"September",1456,1214,"152v"
536,"33 s 3 pl","noch 3m calx ende 3h den h 5pl","another 3 m and 3 h of chalk each h 5 pl",16,"September",1456,1214,"152v"
537,"3 gripen","noch 3m calx","another 3 m chalk",16,"September",1456,1214,"152v"
538,"2 s","1 dach","one day's work",16,"October",1456,1214,"153r"
539,"2 ½ s","1 dach","one day's work",16,"October",1456,1214,"153r"
540,"5 gripen 5 pl","noch 1 voeder calx … 5m 1h","another wagonload of chalk … 5 m 1 h",16,"October",1456,1214,"153r"
541,"10½ s","3 daghe","three days’ work",16,"October",1456,1214,"153r"
542,"10½ s","3 daghe","three days’ work",16,"October",1456,1214,"153r"
543,"6 s","3 daghe","three days’ work",16,"October",1456,1214,"153r"
544,"2 ½ s","2 dage","two days’ work (unspecified)",16,"October",1456,1214,"153r"
545,"13 s 3 gr","7 ½ dach","seven-and-a-half days’ work",16,"October",1456,1214,"153r"
546,"9 gripen 2s","23 daghe","twenty-three-days’ work",16,"October",1456,1214,"153r"
547,"38 ½ s","11 daghe","eleven days’ work",16,"October",1456,1214,"153r"
548,"5 gripen 2 s","26 daghe","twenty-six days’ work",16,"October",1456,1214,"153r"
549,"8 s 3 pl","5 daghe","five days’ work",16,"October",1456,1214,"153r"
550,"10½ s","6 daghe","six days’ work",16,"October",1456,1214,"153r"
551,"9 s","6 daghe","six days’ work",16,"October",1456,1214,"153r"
552,"21 s","7 daghe","seven days’ work",16,"October",1456,1214,"153r"
