"person_id","person_fname","person_lname","occupation_id","location_id","month","year","gender",
467,,"Anonymous Drummer",30,1,"May",1459,"m",
468,,"Anonymous Drummer",30,1,"May",1459,"m",
468,,"Anonymous Drummer",30,1,"May",1459,"m",
470,,"Anonymous Drummer",30,1,"May",1459,"m",
471,,"Anonymous Drummer",30,1,"May",1459,"m",
472,,"Anonymous Drummer",30,1,"May",1459,"m",
473,,"Coster",2,1,"May",1459,"m",
474,,"Coster",2,1,"May",1459,"m",
475,,"Coster",2,1,"May",1459,"m",
476,"Willem","van den Haecdorue",37,1,"June",1459,"m",
477,,"Anonymous Woodworker(Carver)",7,1,"June",1459,"m",
478,,"Anonymous Roofing Supplier",25,1,"June",1459,"m",
479,,"Anonymous Blacksmith",8,1,"June ",1459,"m",
480,"Henric","Witten",1,1,"June",1459,"m",
481,"Ian","der Smet",8,1,"June",1459,"m",
482,,"Apprentice to Master Ian the Slate Roofer (de Scervensteenedeckere)",20,1,"June",1459,"m",
483,,"Apprentice to Master Ian the Slate Roofer (de Scervensteenedeckere)",20,1,"June",1459,"m",
484,,"Custer van Beyarden",2,1,"June",1459,"m",
485,,"Custer van Beyarden",2,1,"June",1459,"m",
486,,"Custer van Beyarden",2,1,"June",1459,"m",
487,,"Anonymous Servant",13,1,"June",1459,"m",
488,,"Anonymous Tile Vendor",25,1,"August",1459,"m",
489,"Jan","Boten",37,1,"August",1459,"m",
490,,"Anonymous Stationer",10,1,"August",1459,"m",
491,,"Anonymous Vendor",16,1,"August",1459,"m",
492,,"Anonymous Vendor",1,1,"August",1459,"m",
493,,"Anonymous Laborer",9,1,"August",1459,"m",
494,"Gielis","Porters",23,1,"November",1459,"m",
495,,"Anonymous Vendor",1,1,"November",1459,"m",
496,"Dieric","Tullere",3,1,"February",1460,"m",
497,"Buenen","der Wewere",51,1,"March",1460,"m",
498,"Jacob","Ghela[s]makere",11,1,"April ",1460,"m",
499,"Peter ","van der Royren",1,1,"April",1460,"m",
500,"Reynken","Duys",1,1,"April",1460,"m",
501,"Lemmerecht ","van Hoghen",1,1,"April",1460,"m",
502,,"Anonymous Laborer",9,1,"April",1460,"m",
503,,"Anonymous Wood Vendor",31,1,"April",1460,"m",
504,,"Apprentice of Jan Tgrex",34,1,"April",1460,"m",
505,"Willem","van Heere",37,1,"April",1460,"m",
506,,"Anonymous Stationer",10,1,"April",1460,"m",
507,,"Anonymous Roofing Supplier",25,1,"May",1460,"m",
508,,"Anonymous Book Binder",21,1,"May",1460,"m",
509,"Jan","Spueldere",41,1,"June",1460,"m",
510,,"Anonymous Carver",7,1,"June",1460,"m",
511,,"Anonymous Bagpiper (hoecpiper)",30,1,"June",1460,"m",
512,,"Anonymous Bagpiper (hoecpiper)",30,1,"June",1460,"m",
513,,"Anonymous Bagpiper (hoecpiper)",30,1,"June",1460,"m",
514,,"Anonymous Musician  ",30,1,"June",1460,"m",
515,,"Anonymous Musician  ",30,1,"June",1460,"m",
516,,"Anonymous Musician  ",30,1,"June",1460,"m",
517,,"Anonymous Drummer",30,1,"June",1460,"m",
518,,"Anonymous Drummer",30,1,"June",1460,"m",
519,,"Anonymous Drummer",30,1,"June",1460,"m",
520,,"Anonymous Drummer",30,1,"June",1460,"m",
521,,"Anonymous Drummer",30,1,"June",1460,"m",
522,,"Anonymous Drummer",30,1,"June",1460,"m",
523,,"Anonymous Drummer",30,1,"June",1460,"m",
524,,"Anonymous Drummer",30,1,"June",1460,"m",
525,,"Anonymous Drummer",30,1,"June",1460,"m",
526,,"Anonymous Performer",6,1,"June",1460,"m",
527,,"Anonymous Performer",6,1,"June",1460,"m",
528,,"Anonymous Performer",6,1,"June",1460,"m",
529,,"Anonymous Stone Vendor ",41,1,"June",1460,"m",
530,"Jacob","der Smet",27,1,"June",1460,"m",
531,,"Anonymous Vendor",16,1,"June",1460,"m",
532,,"Anonymous Lead Smith",18,1,"June",1460,"m",
533,,"Anonymous Wood Vendor",31,1,"June",1460,"m",
534,"Francken ","Sabels",31,1,"June",1460,"m",
535,,"Anonymous Vendor",12,1,"December",1459,"m",
536,,"Coster van Beyarden",2,1,"June",1460,"m",
537,,"Coster van Beyarden",2,1,"June",1460,"m",
538,,"Coster van Beyarden",2,1,"June",1460,"m",
539,,"Anonymous Servant",13,1,"June",1460,"m",
540,"Wouter","Laurijs",4,1,"July",1460,"m",
541,,"Anonymous Potter",26,1,"July",1460,"m",
542,"Nijs","Benens",34,1,"September",1460,"m",
543,"Coppen","der Ghelaesmakere",11,1,"December",1460,"m",
544,"Jan ","Cole",1,1,"December",1460,"m",
545,,"Anonymous Wagoner",37,1,"February",1461,"m",
546,,"Anonymous Metal Smith ",27,1,"March",1461,"m",
547,,"Anonymous Laborer",1,1,"March",1461,"m",
548,"Tonis","Reers",31,1,"April",1461,"m",
549,"Jan","van Alken",31,1,"April",1461,"m",
550,"Joris","Gorijs",1,1,"April",1461,"m",
551,,"Anonymous Nail Vendor",46,1,"April",1461,"m",
552,,"Anonymous Vendor",1,1,"May",1461,"m",
553,,"Anonymous Bagpiper (hoecpiper)",30,1,"May",1461,"m",
554,,"Anonymous Bagpiper (hoecpiper)",30,1,"May",1461,"m",
555,,"Anonymous Trumpeter",30,1,"May",1461,"m",
556,,"Anonymous Trumpeter",30,1,"May",1461,"m",
557,,"Anonymous Drummer",30,1,"May",1461,"m",
558,,"Anonymous Drummer",30,1,"May",1461,"m",
559,,"Anonymous Drummer",30,1,"May",1461,"m",
560,,"Anonymous Drummer",30,1,"May",1461,"m",
561,,"Anonymous Drummer",30,1,"May",1461,"m",
562,,"Anonymous Drummer",30,1,"May",1461,"m",
563,,"Anonymous Drummer",30,1,"May",1461,"m",
564,,"Anonymous Performer",6,1,"May",1461,"m",
565,,"Anonymous Performer",6,1,"May",1461,"m",
566,,"Anonymous Performer",6,1,"May",1461,"m",
567,,"Coster van Beyarden",2,1,"May",1461,"m",
568,,"Coster van Beyarden",2,1,"May",1461,"m",
569,,"Coster van Beyarden",2,1,"May",1461,"m",
570,"Reynere","Meeus",1,1,"June",1461,"m",
571,,"Apprentice of Woutere Laurijs",4,1,"June",1461,"m",
572,,"Anonymous Wood Vendor",31,1,"June",1461,"m",
573,"Goden ","Houinc",1,1,"June",1461,"m",
574,,"Anonymous Tile Vendor",25,1,"June",1461,"m",
575,"Mielis","Tullere (son of Henric Tullere)",3,1,"June",1461,"m",
576,,"Anonymous Vendor",1,1,"June",1461,"m",
577,"Jacob","van Rummale",31,1,"June",1461,"m",
578,,"Custer van Beyarden",2,1,"June",1463,"m",
579,,"Custer van Beyarden",2,1,"June",1463,"m",
580,,"Custer van Beyarden",2,1,"June",1463,"m",
581,,"Anonymous Servant",13,1,"June",1463,"m",
582,,"Anonymous Vendor",1,1,"June",1463,"m",
583,,"Henric Zieghere’s Son",4,1,"August",1463,"m",
584,,"Apprentice of Ghijs Tgrex",34,1,"July",1463,"m",
585,,"Anonymous Tile Vendor",25,1,"September",1463,"m",
586,"Henric ","van Gorssummoroel",31,1,"September",1463,"m",
587,,"Anonymous Vendor",1,1,"October",1463,"m",
588,,"Anonymous Vendor",1,1,"October",1463,"m",
589,,"Anonymous Vendor",1,1,"October",1463,"m",
590,,"Anonymous Blacksmith",8,1,"November",1463,"m",
591,"Aert","Manmekere",32,1,"December",1463,"m",
592,"Claes","der Canghietere van Sintruden",52,20,"February",1464,"m",
593,,"Anonymous Vendor (lead)",45,1,"March",1464,"m",
594,,"Anonymous Laborer",1,1,"March",1464,"m",
595,,"Anonymous Chandler",12,1,"March",1464,"m",
596,,"Anonymous Priest",2,1,"March",1464,"m",
597,,"Anonymous Vendor",3,1,"April",1464,"m",
598,,"Anonymous Vendor",1,1,"April",1464,"m",
599,,"Anonymous Carpenter",3,1,"April",1464,"m",
600,,"Vrouwe Godyns",1,1,"April",1464,"f",
601,,"Anonymous Laborer (Chandler?)",1,1,"May",1464,"m",
602,,"Anonymous Laborer",1,1,"May",1464,"f",
603,,"Anonymous Bagpiper (hoecpiper)",30,1,"May",1464,"m",
604,,"Anonymous Bagpiper (hoecpiper)",30,1,"May",1464,"m",
605,,"Anonymous Bagpiper (hoecpiper)",30,1,"May",1464,"m",
606,,"Anonymous Drummer",30,1,"May",1464,"m",
607,,"Anonymous Drummer",30,1,"May",1464,"m",
608,,"Anonymous Drummer",30,1,"May",1464,"m",
609,,"Anonymous Drummer",30,1,"May",1464,"m",
610,,"Anonymous Drummer",30,1,"May",1464,"m",
611,,"Anonymous Drummer",30,1,"May",1464,"m",
612,,"Anonymous Drummer",30,1,"May",1464,"m",
613,,"Anonymous Drummer",30,1,"May",1464,"m",
614,,"Anonymous Performer",6,1,"May",1464,"m",
615,,"Anonymous Performer",6,1,"May",1464,"m",
616,,"Anonymous Performer",6,1,"May",1464,"m",
617,,"Custer van Beyarden",2,1,"May",1464,"m",
618,,"Custer van Beyarden",2,1,"May",1464,"m",
619,,"Custer van Beyarden",2,1,"May",1464,"m",
620,,"Heren van den Speele",6,1,"May",1464,"m",
621,,"Heren van den Speele",6,1,"May",1464,"m",
622,,"Heren van den Speele",6,1,"May",1464,"m",
623,,"Anonymous Laborer",1,1,"April",1461,"m",
624,,"Anonymous Food Vendor",1,1,"June",1461,"m",
625,,"Custer van Beyarden",2,1,"July",1464,"m",
626,,"Custer van Beyarden",2,1,"July",1464,"m",
627,,"Anonymous Churchwarden",2,1,"July",1464,"m",
