item_id,person_id,person_fname,person_lname,item_desc_translation,month_y,year_y
238,133,Henric ,Tullere,two days’ work (unspecified),August,1454
246,133,Henric ,Tullere,one-and-a-half day's work,September,1454
262,133,Henric ,Tullere,one-and-a-half day's work,November,1454
269,133,Henric ,Tullere,one-and-a-half day's work,January,1455
378,133,Henric ,Tullere,six days’ work,July,1456
381,133,Henric ,Tullere,three-and-a-half days’ work,August,1456
450,133,Henric ,Tullere,five days’ work,August,1456
480,133,Henric ,Tullere,one-and-a-half day's work,August,1456
483,133,Henric ,Tullere,five days’ work,August,1456
539,133,Henric ,Tullere,one day's work,October,1456
557,133,Henric ,Tullere,one day's work,November,1456
558,133,Henric ,Tullere,earned for the expense of making the cap for the vaulted choir,November,1456
569,133,Henric ,Tullere,six days’ work,November,1456
573,133,Henric ,Tullere,one day's work,November,1456
603,133,Henric ,Tullere,one-and-a-half day's work,August,1457
611,133,Henric ,Tullere,for making doorways,September,1457
624,133,Henric ,Tullere,five days in the church to make the centering for buliding an arch,September,1457
636,133,Henric ,Tullere,three days’ work (sawing),September,1457
669,133,Henric ,Tullere,three days’ work,November,1457
678,133,Henric ,Tullere,eight days’ work,November,1457
687,133,Henric ,Tullere,two days’ work,December,1457
690,133,Henric ,Tullere,three days’ work,February,1458
698,133,Henric ,Tullere,seven-and-a-half days’ work,March,1458
706,133,Henric ,Tullere,5 ½ days’ work,March,1458
716,133,Henric ,Tullere,three days’ work,March,1458
725,133,Henric ,Tullere,two days’ work,April,1458
732,133,Henric ,Tullere,one day's work,April,1458
752,133,Henric ,Tullere,one day's work,April,1458
787,133,Henric ,Tullere,three days’ work,June,1458
806,133,Henric ,Tullere,three days’ work,June,1458
808,133,Henric ,Tullere,one day's work,June,1458
825,133,Henric ,Tullere,half-day's work,October,1458
830,133,Henric ,Tullere,one day’s work,November,1458
838,133,Henric ,Tullere,three-and-a-half day’s work and one-and-a-half days’ work,December,1458
841,133,Henric ,Tullere,two days’ work,February,1459
868,133,Henric ,Tullere,one day’s work,June,1459
910,133,Henric ,Tullere,two days’ work,September,1459
927,133,Henric ,Tullere,for two-and-a-half day’s work on the clock that strikes the hours each day’s wage 2 s,November,1459
933,133,Henric ,Tullere,for three day’s work on the tower for the clock that strikes the hours,December,1459
940,133,Henric ,Tullere,six-and-a-half days’ work,April,1460
965,133,Henric ,Tullere,three day’s work,June,1460
992,133,Henric ,Tullere,two day’s work,June,1460
994,133,Henric ,Tullere,five day’s work,June,1460
1005,133,Henric ,Tullere,also one-and-a-half day’s work (on the tower),July,1460
1013,133,Henric ,Tullere,each worked a half day,September,1460
1040,133,Henric ,Tullere,3 ½ day’s work,April,1461
1046,133,Henric ,Tullere,for one-and-a-half day’s work transporting oaks,April,1461
1047,133,Henric ,Tullere,for three day’s work making saw horses,May,1461
1050,133,Henric ,Tullere,for returning to the church every 5 days [at a rate of] 14 pl per day,May,1461
1071,133,Henric ,Tullere,nine days’ work,June,1461
1077,133,Henric ,Tullere,five day’s [work] at a daily rate of 13 pl,June,1461
106,134,Aert,Geldeken,traveled to the miller in Dinant in the service of the Church,July,1453
107,135,Peter ,Hoeuisers,traveled to Dinant at the request of St. Leonard’s,July,1453
108,136,Huwar,van Brusele,"for making the tabernacles in the Paradise Portal of the church [principle portal, near the chapel of St. Leaonard]",July,1453
109,137,Eueraert,"No surname given, only Eueraert",(bielgen) to stofferen (for painting the three tabernacles (statuettes),July,1453
110,137,Eueraert,"No surname given, only Eueraert",for painting a St. Augustine,August,1453
116,137,Eueraert,"No surname given, only Eueraert",for painting three stones in the portal,August,1453
112,138,Henric,Helman,worked two days at a rate of 4 s per day,August,1453
131,138,Henric,Helman,two days’ work (unspecified),September,1453
251,138,Henric,Helman,for cord (for winding),September,1454
114,139,Lieben,Wijnters,three days’ work,August,1453
197,139,Lieben,Wijnters,one day's work,May,1454
117,140,--,Anonymous Lead Smith,for making lead gutters with salt solder,September,1453
119,141,--,Anonymous Roofer,(worked) another three days at a rate of 9s per day,September,1453
119,142,--,Anonymous Roofer,(worked) another three days at a rate of 9s per day,September,1453
119,143,--,Anonymous Roofer,(worked) another three days at a rate of 9s per day,September,1453
124,144,Willem,der Wochtere,possibly for watchman duties?,September,1453
255,144,Willem,der Wochtere,worked four days at a rate of 7 pl per day,October,1454
297,144,Willem,der Wochtere,four-and-a-half days work,July,1455
302,144,Willem,der Wochtere,six days’ work,July,1455
311,144,Willem,der Wochtere,(worked) six days at a daily rate of 7 pl,August,1455
322,144,Willem,der Wochtere,five days’ work at a daily rate of 7 pl,September,1455
332,144,Willem,der Wochtere,three-and-a-half days’ work,October,1455
338,144,Willem,der Wochtere,four days’ work,October,1455
340,144,Willem,der Wochtere,another two days’ work,October,1455
396,144,Willem,der Wochtere,earned for 3 days’ work at the church,October,1456
427,144,Willem,der Wochtere,for transporting(?) chalk,July,1456
434,144,Willem,der Wochtere,four-and-a-half days work,July,1456
446,144,Willem,der Wochtere,five days’ work,August,1456
456,144,Willem,der Wochtere,six days’ work,August,1456
478,144,Willem,der Wochtere,two days’ work,August,1456
496,144,Willem,der Wochtere,six days’ work,August,1456
512,144,Willem,der Wochtere,one-and-a-half day's work,September,1456
527,144,Willem,der Wochtere,three days’ work,September,1456
550,144,Willem,der Wochtere,six days’ work,October,1456
1068,144,Willem,der Wochtere,three day’s work,June,1461
1075,144,Willem,der Wochtere,two days conducting trade(?),June,1461
1112,144,Willem,der Wochtere,worked one day conducting business with Toelen Brunen,October,1463
121,145,Hennen ,Beckere,two days’ work (unspecified),September,1453
125,145,Hennen ,Beckere,two days’ work (unspecified),September,1453
135,145,Hennen ,Beckere,four days’ work (unspecified),October,1453
159,145,Hennen ,Beckere,half-day's work,November,1453
295,145,Hennen ,Beckere,worked four days at a rate of 7 pl per day,July,1455
300,145,Hennen ,Beckere,six days’ work,July,1455
307,145,Hennen ,Beckere,worked two-and-a-half days at a daily rate of 7 pl,August,1455
321,145,Hennen ,Beckere,five days’ work at a daily rate of 7 pl,September,1455
330,145,Hennen ,Beckere,four-and-a-half days work,October,1455
337,145,Hennen ,Beckere,four-and-a-half days work,October,1455
414,145,Hennen ,Beckere,half-day's work,May,1457
432,145,Hennen ,Beckere,two days’ work (unspecified),July,1456
444,145,Hennen ,Beckere,four days’ work,August,1456
455,145,Hennen ,Beckere,six days’ work,August,1456
477,145,Hennen ,Beckere,two days’ work,August,1456
498,145,Hennen ,Beckere,three-and-a-half days’ work,August,1456
554,145,Hennen ,Beckere,two-and-a-half days’ work,October,1456
567,145,Hennen ,Beckere,two days’ work,November,1456
633,145,Hennen ,Beckere,two days’ work,September,1457
646,145,Hennen ,Beckere,five days’ work,October,1457
652,145,Hennen ,Beckere,six days’ work,October,1457
658,145,Hennen ,Beckere,one day's work,October,1457
674,145,Hennen ,Beckere,four-and-a-half days work,November,1457
122,146,Willem,Vos,--,September,1453
126,146,Willem,Vos,three days’ work (unspecified),September,1453
144,146,Willem,Vos,two days’ work (unspecified),October,1453
157,146,Willem,Vos,one-and-a-half day's work,November,1453
181,146,Willem,Vos,unstated work,February,1454
188,146,Willem,Vos,for work (service),April,1452
193,146,Willem,Vos,for work (service),May,1454
199,146,Willem,Vos,one day's work,May,1454
272,146,Willem,Vos,for work (service),February,1455
274,146,Willem,Vos,for work (service),March,1455
290,146,Willem,Vos,went to Gobertange for work(service),June,1455
303,146,Willem,Vos,two-and-a-half days’ work at a rate of 6 pl per day,July,1455
308,146,Willem,Vos,traveled to Gobertange for work(service),August,1455
323,146,Willem,Vos,three days’ work at a daily rate of 6 pl,September,1455
333,146,Willem,Vos,four days’ work,October,1455
382,146,Willem,Vos,two-and-a-half days in the service(working for) the church,August,1456
385,146,Willem,Vos,service(work),August,1456
390,146,Willem,Vos,one day's work,September,1456
393,146,Willem,Vos,two days’ work (unspecified),October,1456
395,146,Willem,Vos,one day's work,October,1456
417,146,Willem,Vos,two days’ work (unspecified),May,1457
424,146,Willem,Vos,for work (service),June,1457
462,146,Willem,Vos,one day's work,August,1456
481,146,Willem,Vos,two days’ work,August,1456
516,146,Willem,Vos,one day's work,September,1456
517,146,Willem,Vos,again for transport(?),September,1456
570,146,Willem,Vos,two days’ work,November,1456
763,146,Willem,Vos,one-and-a-half day's work,April,1458
908,146,Willem,Vos,travel to Gobertange,September,1459
936,146,Willem,Vos,remuneration for work in service to Saint Leonard’s,December,1459
962,146,Willem,Vos,worked two days,June,1460
985,146,Willem,Vos,two-and-a-half day’s work,June,1460
998,146,Willem,Vos,one day's work,June,1460
1014,146,Willem,Vos,one-and-a-half day's work,September,1460
1022,146,Willem,Vos,one day's work,October,1460
1024,146,Willem,Vos,one day's work,November,1460
1044,146,Willem,Vos,two day’s work,April,1461
1051,146,Willem,Vos,four-and-a-half day’s work,May,1461
1073,146,Willem,Vos,one-and-a-half day's work,June,1461
1080,146,Willem,Vos,one day's work,June,1461
1095,146,Willem,Vos,one-and-a-half day's work,August,1463
128,150,Iacop,Hollendere,one day (of work) with the cart,September,1453
129,150,Iacop,Hollendere,--,September,1453
132,151,--,Anonymous Vendor,chalk or lime (for plaster or mortar?),October,1453
133,152,--,Anonymous Worker (female?),for washing three corporals,October,1453
136,153,--,Anonymous Founder (bell),for the bell at the (female) choir school weighing 100 pounds 13 min (?),October,1453
137,154,--,Anonymous Carpenter,the panel in the choir at St. Leonard’s,October,1453
142,155,Geert,Leuwerys,for sawing,October,1453
154,155,Geert,Leuwerys,one day's work,November,1453
143,156,Hennen ,Coworker of Geert Leuwerys,--,October,1453
153,156,Hennen ,Coworker of Geert Leuwerys,one day's work,November,1453
147,157,--,Anonymous Priest?,for consecrating the chalice [alternate-for clearing the chalice],October,1453
148,158,Willem,van Gelmen,purchased (a piece) of wood (lumber) [alternate-purchased a beam],October,1453
1059,158,Willem,van Gelmen,purchased … 1 oak,June,1461
149,159,--,Anonymous Vendor,purchased a cord for the bell at the (female) choir school,October,1453
150,159,--,Anonymous Vendor,a clock strap at the (female) choir school,November,1453
158,160,Jan,Kendelere,for work on the Visitation at the (female) choir students’,November,1453
163,160,Jan,Kendelere,worked at the (female) choir school,December,1453
170,160,Jan,Kendelere,for making the tower at the (female) choir school,January,1454
200,160,Jan,Kendelere,earned for building the tower with the council of the city and the advice of Master Mattheus,May,1454
158,161,--,Jan Kendelere’s Son,for work on the Visitation at the (female) choir students’,November,1453
182,161,--,Jan Kendelere’s Son,for transporting oak,March,1454
160,162,Lemmen,de Zegere (the Sawyer),sawed for two days at a rate of 2 s per day,December,1453
165,162,Lemmen,de Zegere (the Sawyer),one day's work,December,1453
166,162,Lemmen,de Zegere (the Sawyer),for further work (service),December,1453
166,162,Lemmen,de Zegere (the Sawyer),for further work (service),December,1453
609,162,Lemmen,de Zegere (the Sawyer),four days’ work (sawing),August,1457
612,162,Lemmen,de Zegere (the Sawyer),one-and-a-half day's work,September,1457
614,162,Lemmen,de Zegere (the Sawyer),two-and-a-half days’ work (sawing),September,1457
625,162,Lemmen,de Zegere (the Sawyer),three days’ work (sawing),September,1457
849,162,Lemmen,de Zegere (the Sawyer),two days’ work,May,1459
161,163,--,Apprentice of Lemmen de Zegere,--,December,1453
165,163,--,Apprentice of Lemmen de Zegere,one day's work,December,1453
167,164,Henric,Ziegere (Sawyer),for work (service),January,1454
558,164,Henric,Ziegere (Sawyer),earned for the expense of making the cap for the vaulted choir,November,1456
1094,164,Henric,Ziegere (Sawyer),worked one day,August,1463
1100,164,Henric,Ziegere (Sawyer),worked on the house on the square six days at a daily rate of 13 pl,September,1463
168,165,Meester Jan,"No surname given, only Meester Jan",for work (service),January,1454
169,166,Peter ,Nieuele,for work (service),January,1454
558,166,Peter ,Nieuele,earned for the expense of making the cap for the vaulted choir,November,1456
171,167,--,Anonymous Vendor,for a strap,January,1454
176,168,--,Anonymous Lumber/Wood Vendor,roofing slats for use in Dormale,February,1454
177,169,--,Anonymous Blacksmith,for nails,February,1454
179,170,Henric,Hoenen (Huenen),unstated work,February,1454
266,170,Henric,Hoenen (Huenen),--,December,1454
304,170,Henric,Hoenen (Huenen),four-and-a-half days work at a rate of 3 s per day,July,1455
320,170,Henric,Hoenen (Huenen),five-and-a-half days’ work at a daily rate of 3 s,September,1455
328,170,Henric,Hoenen (Huenen),four-and-a-half days work,October,1455
336,170,Henric,Hoenen (Huenen),four-and-a-half days work,October,1455
945,170,Henric,Hoenen (Huenen),one-and-a-half day’s work,April,1460
950,170,Henric,Hoenen (Huenen),(three workers) worked three-and-a-half days on the wall in the great house,April,1460
953,170,Henric,Hoenen (Huenen),(two workers) worked ½ day in Dallem,April,1460
970,170,Henric,Hoenen (Huenen),ten-and-a-half days’ work,June,1460
989,170,Henric,Hoenen (Huenen),three-and-a-half day’s work,June,1460
180,171,Henirc,Porckeel,unstated work,February,1454
185,172,Heyne (Henric),Vusen,purchased 3 (pieces) of oak,March,1454
186,173,Jan,van Rommale,paid (for unspecified smith work),March,1454
213,173,Jan,van Rommale,earned for various ironwork for the church and for the tower,June,1454
310,174,Willem,Raspen,traveled twice to Namur for work(service),August,1455
187,178,Janne ,Ruelens,purchased 10 (pieces of) oak delivered to Leewe,April,1452
190,179,Vaes,de Tiegeldeckere (the tile roofer),--,April,1454
210,179,Vaes,de Tiegeldeckere (the tile roofer),earned for seventeen days’ unstated roofing work at a rate of five-and-a-half stuivers per day,June,1454
250,179,Vaes,de Tiegeldeckere (the tile roofer),worked for eighteen-and-a-half days at a rate of 5 ½ s per day,September,1454
259,179,Vaes,de Tiegeldeckere (the tile roofer),worked five days at a daily rate of 5 s,October,1454
373,179,Vaes,de Tiegeldeckere (the tile roofer),five days each day 9 s,July,1456
399,179,Vaes,de Tiegeldeckere (the tile roofer),one day's work,December,1456
1031,179,Vaes,de Tiegeldeckere (the tile roofer),for roofing at the choir school,March,1461
1034,179,Vaes,de Tiegeldeckere (the tile roofer),roofing and overseeing the church 6 ½ days [at a rate of] 6s per day,April,1461
1037,179,Vaes,de Tiegeldeckere (the tile roofer),another 3 days each day 6 s,April,1461
1124,179,Vaes,de Tiegeldeckere (the tile roofer),roofed 4 ½ days at a daily rate of 6 s,March,1464
190,180,--,Vaes de Tiegeldeckere’s Apprentice,--,April,1454
210,180,--,Vaes de Tiegeldeckere’s Apprentice,earned for seventeen days’ unstated roofing work at a rate of five-and-a-half stuivers per day,June,1454
250,180,--,Vaes de Tiegeldeckere’s Apprentice,worked for eighteen-and-a-half days at a rate of 5 ½ s per day,September,1454
259,180,--,Vaes de Tiegeldeckere’s Apprentice,worked five days at a daily rate of 5 s,October,1454
373,180,--,Vaes de Tiegeldeckere’s Apprentice,five days each day 9 s,July,1456
1031,180,--,Vaes de Tiegeldeckere’s Apprentice,for roofing at the choir school,March,1461
1034,180,--,Vaes de Tiegeldeckere’s Apprentice,roofing and overseeing the church 6 ½ days [at a rate of] 6s per day,April,1461
1037,180,--,Vaes de Tiegeldeckere’s Apprentice,another 3 days each day 6 s,April,1461
191,181,--,Anonymous Vendor,purchased 8 m of chalk or lime,April,1454
192,182,--,Anonymous Vendor,for two clock straps,April,1454
194,183,Jan,van Leuweren,for wood,May,1454
201,184,--,Anonymous Metalsmith,for the metal pans in which the bells lay along with freight,May,1454
202,185,--,Anonymous Trumpeter,for the pipers and trumpet players when Saint Leonard was processed,June,1454
202,186,--,Anonymous Trumpeter,for the pipers and trumpet players when Saint Leonard was processed,June,1454
202,187,--,Anonymous Trumpeter,for the pipers and trumpet players when Saint Leonard was processed,June,1454
202,188,--,Anonymous Piper,for the pipers and trumpet players when Saint Leonard was processed,June,1454
202,189,--,Anonymous Piper,for the pipers and trumpet players when Saint Leonard was processed,June,1454
202,190,--,Anonymous Piper,for the pipers and trumpet players when Saint Leonard was processed,June,1454
203,191,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,192,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,193,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,194,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,195,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,196,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,197,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
203,198,--,Anonymous Drummer,for eight companions who played the drums (for the procession),June,1454
204,199,--,Anonymous Performer,for the company of players,June,1454
204,200,--,Anonymous Performer,for the company of players,June,1454
204,201,--,Anonymous Performer,for the company of players,June,1454
209,202,--,Anonymous Stationer,for paper,June,1454
212,203,Ideken ,Hoefysers,for washing seven corporals,June,1454
601,203,Ideken ,Hoefysers,for washing two corporals,July,1457
214,204,Henric,Floye,brought four wagon loads of sand and (and again) to Namen (for) a wagonload of chalk,June,1454
367,204,Henric,Floye,two trips to Gobertange and 1500 tiles,June,1456
594,204,Henric,Floye,for various (work) service,June,1457
215,205,Vrancke,Ballen,brought one wagonload of chalk to Namen (as well as) a wagonload of blue stone and three wagonloads of lime (plaster),June,1454
356,205,Vrancke,Ballen,for transporting slate [and?] bluestone to Thienen and for carrying gravel,June,1456
528,205,Vrancke,Ballen,one day in Wutheem,September,1456
216,206,Reynere,van den Guchte,transported sand for one-and-a-half days (and also) transported tiles for one day (and also) transported blue stone for one day,June,1454
372,206,Reynere,van den Guchte,1000 tiles and (a trip) to Linteren for bluestone,June,1456
217,207,Machiel,van den Guchte,transported one wagonload of blue stone (and also) went to Gobertange for one day,June,1454
218,207,Machiel,van den Guchte,and also one wagonload of tile from Nieuwerkercken,June,1454
258,207,Machiel,van den Guchte,earned for the same (wagon) trip,October,1454
219,208,Wouter,van den Rode,made a trip to Nieuwerkercken,June,1454
257,208,Wouter,van den Rode,earned for unstated wagoneering work,October,1454
220,209,Jan,van Repen,made two trips to Wolmersheem and transported one wagonload of blue stone,June,1454
221,209,Jan,van Repen,and also a trip to Gobbertange,June,1454
371,209,Jan,van Repen,vor his trips to Gobertange and for gravel and for lime and for tiles and for 200 walmen (flax?) and stra,June,1456
595,209,Jan,van Repen,for various (work) service,June,1457
222,210,Daneel,van den Rode,transported one wagonload of blue stone,June,1454
370,210,Daneel,van den Rode,earned for various work with his wagon,June,1456
223,211,Jan,Troest,made one trip to Wolmersheem (and also) transported tiles for one day (and also) transported another two wagonloads of tile,June,1454
869,211,Jan,Troest,three wagon loads of (lime) plaster,June,1459
1026,211,Jan,Troest,earned for work on the tower and choir school,December,1460
1027,211,Jan,Troest,one-half day’s work,January,1461
224,212,Henric,Cole,"with the wagon, unspecified work",June,1454
368,212,Henric,Cole,seven times to Gobertange (part 1 of 2),June,1456
369,212,Henric,Cole,and to Bost with bluestone transported wood and gravel on day and then again with a kart (part 2 of 2),June,1456
591,212,Henric,Cole,for a trip to Gobertange and three wagonloads of lime (plaster) and tiles,June,1457
225,213,Goerd,van den Abeele,earned for unstated work,June,1454
363,213,Goerd,van den Abeele,one trip to Gobertange,June,1456
226,214,Jan,van den Guchte,earned with the wagon,June,1454
364,214,Jan,van den Guchte,three trips to Gobertange,June,1456
596,214,Jan,van den Guchte,--,June,1457
227,215,Lembrecht,Stas,for a trip to Gobertange with four horses,June,1454
228,216,Geert,Oeyen,earned for unstated work,June,1454
229,217,Gielis,van den Putte,--,June,1454
362,217,Gielis,van den Putte,one trip to Gobertange and for other service (work),June,1456
230,218,--,Anonymous Cloth Merchant,purchased linen for two altar cloths,July,1454
231,219,--,Anonymous Cloth Dyer,for dyeing the cloth,July,1454
232,220,Roelant,Tel,transported two-thousand slates (roofing tiles) to Lathuy,July,1454
233,220,Roelant,Tel,for travel costs (per diem),July,1454
234,220,Roelant,Tel,transported grain to Diest and brought back “kandeleren” (chandeliers? Lights?) and two wagonloads of wood,July,1454
357,220,Roelant,Tel,one trip to Gobertange,June,1456
592,220,Roelant,Tel,“short” – money owed for service but not paid previously?,June,1457
235,221,Master Arde,van Dieste,for painting the chandeliers? [Need better translation?],July,1454
263,221,Master Arde,van Dieste,for the assembly (frame?) work above the apostles,November,1454
264,221,Master Arde,van Dieste,paid for painting,November,1454
236,222,--,Anonymous Stationer,for paper from which one cuts printed saint images (formen),August,1454
239,223,--,Anonymous Painter,for painting the crowns (on statues?),August,1454
241,224,Iacop ,Hollant,--,August,1454
242,225,--,Anonymous Glassmaker,for transferring (remaking) 48 pounds of glass 5 pl for each building,August,1454
252,225,--,Anonymous Glassmaker,three buildings transferred (remade) for each building 5 pl,October,1454
243,226,Henric ,van den Stene,paid (for unstated work) in the LIIIIth year,September,1454
244,227,Geert,Stocman,earned for unstated work,September,1454
301,227,Geert,Stocman,six days’ work,July,1455
475,227,Geert,Stocman,one-and-a-half day's work,August,1456
499,227,Geert,Stocman,two days’ work,August,1456
511,227,Geert,Stocman,two days’ work,September,1456
526,227,Geert,Stocman,four days’ work,September,1456
531,227,Geert,Stocman,three days’ work,September,1456
247,228,--,Anonymous Vendor,for cords,September,1454
248,229,--,Anonymous Wood Vendor,for battens,September,1454
249,230,Henric,Huenen,earned for unstated work,September,1454
254,234,Hennen ,Meyere,four days’ work (unstated) at a rate of 1 ½ per day,October,1454
375,234,Hennen ,Meyere,four days’ work (unspecified),July,1456
260,235,--,Anonymous Book Binder,for binding the antiphonary,November,1454
267,236,--,Anonymous Cloth Merchant,purchased two altar cloths,January,1455
270,237,--,Anonymous Blacksmith,for a bell bracket (strap),January,1455
271,238,Lieben ,Seerles,one-and-a-half day’s work sawing,February,1455
271,239,--,Apprentice of Lieben Seerles,one-and-a-half day’s work sawing,February,1455
273,240,--,Anonymous Laborer,wo curtains in the high choir,March,1455
275,240,--,Anonymous Laborer,for cleaning the vaults,March,1455
276,240,--,Anonymous Laborer,for cleaning the mantle in the main house,March,1455
277,241,--,Anonymous Metal Smith ,for making a watering can,April,1455
279,242,--,Anonymous Lead Smith,for lead work on the organ,April,1455
280,243,--,Anonymous Vendor,for plaster (mud),April,1455
281,244,--,Anonymous Laborer,for cleaning the organ,April,1455
283,247,Weynen ,Baerts,for the cloth on which the silver hangs,April,1455
284,248,--,Anonymous Stationer,for paper,May,1455
285,249,--,Anonymous Vendor,for playing the organ,May,1455
286,250,Jan,Lieuen,--,May,1455
287,251,--,Anonymous Wood Vendor,purchased market(?) wood,May,1455
288,251,--,Anonymous Wood Vendor,purchased five hundred pieces of lumber in the bakery,May,1455
289,264,--,Anonymous Wood Vendor,purchased more market(?) wood,June,1455
294,267,Mertten,Poelman,purchaced 11 m of chalk or lime (for plaster or mortar?) each m 7 s,July,1455
819,267,Mertten,Poelman,purchased chalk … 8 m 3 h each m 6 s,September,1458
915,267,Mertten,Poelman,purchased … 6 ½ m chalk each m 6 s,September,1459
916,267,Mertten,Poelman,purchased … 5 m chalk each m 6 s,October,1459
305,268,Heyne (Henric),Witte,one day's work,July,1455
314,268,Heyne (Henric),Witte,earned for unstated work,September,1455
309,269,Woyten (Wouter),van Hogen,for work (service),August,1455
427,269,Woyten (Wouter),van Hogen,for transporting(?) chalk,July,1456
534,269,Woyten (Wouter),van Hogen,--,September,1456
544,269,Woyten (Wouter),van Hogen,two days’ work (unspecified),October,1456
709,269,Woyten (Wouter),van Hogen,one day's work,March,1458
722,269,Woyten (Wouter),van Hogen,one day's work,March,1458
306,270,--,Anonymous Vendor,purchased 11 m of chalk in Namur each m 8 s along with shipping,August,1455
312,279,--,Anonymous Stone Vendor ,stone purchased in Wolmersheem,August,1455
313,280,--,Anonymous Stone Vendor ,purchased five-hundred (pieces of) blue stone each hundred 12 s,September,1455
315,281,--,Anonymous Vendor,purchased 6 m of chalk each m 7 ½ s,September,1455
324,281,--,Anonymous Vendor,purchased 5 m 3 h chalk 6 s per m,September,1455
325,282,--,Anonymous Wagoner,1100 tiles transported to Nieuwerkercken,September,1455
341,283,--,Anonymous Laborer,who carried in the stone,October,1455
343,284,--,Anonymous Wagoner,48 wagon loads of sitten(?) stone each load 20 gr,October,1455
344,285,--,Anonymous Wagoner,transported 59 wagon loads of slate each load 20 gr,October,1455
345,286,--,Anonymous Wagoner,"42 wagon loads of blue stone and 21 ½ wagon loads of harrow stone, each load 20 gr",October,1455
346,287,--,Anonymous Wagoner,100 blue stone,October,1455
347,288,--,Anonymous Wagoner,6 ½ wagon loads of ingel(?) stone,October,1455
348,289,--,Anonymous Wagoner,200 wagon loads of blue stone,October,1455
349,290,--,Anonymous Wagoner,59 wagon loads of gutter (water slate) each load 20 gr,October,1455
350,291,--,Anonymous Wagoner,40 wagon loads of cut (dressed) (stone) work at the dore(?) each load 6 s,October,1455
351,292,--,Anonymous Tile Vendor,purchased seven thousand tiles,October,1455
354,293,--,Anonymous Vendor,purchased 12 m and 7 h of chalk each m cost 6 s,October,1455
355,293,--,Anonymous Vendor,for transporting(?) chalk,October,1455
358,294,Willem ,Mertens,(trip to) to Gobertange,June,1456
593,294,Willem ,Mertens,for lumber,June,1457
1113,294,Willem ,Mertens,earned for three trips to Nuwerkerken,October,1463
359,295,Willem ,der Leeu,two trips to Gobertange with five horses and a day of hauling tile,June,1456
360,295,Willem ,der Leeu,the same (person) transported the Suffragan to Thienen (part 1 of 2),June,1456
361,295,Willem ,der Leeu,and traveled to Dieste and (also carried) two wagon loads of gravel (part 2 of 2),June,1456
365,297,Jan (Johannes),van Halle,one trip to Gobertange fourteen (pieces) bluestone (part 1 of 2),June,1456
366,297,Jan (Johannes),van Halle,and to Bost 400 (pieces) bluestone (part 2 of 2),June,1456
781,297,Jan (Johannes),van Halle,for playing the sacrament (as a wagon play?),May,1458
974,297,Jan (Johannes),van Halle,(two performers) for performing before the Sacrament,June,1460
379,304,Lieben,Scarlau,one-and-a-half days of sawing,August,1456
383,304,Lieben,Scarlau,two days’ work sawing,August,1456
484,304,Lieben,Scarlau,1 ½ days’ work sawing,August,1456
562,304,Lieben,Scarlau,sawed for four days,November,1456
563,304,Lieben,Scarlau,sawed for another 5 days,November,1456
665,304,Lieben,Scarlau,half-day's work,November,1457
670,304,Lieben,Scarlau,three days’ work,November,1457
695,304,Lieben,Scarlau,four days’ work,March,1458
710,304,Lieben,Scarlau,six days’ work,March,1458
741,304,Lieben,Scarlau,half-day's work,April,1458
379,305,Heyne (Henric),Companion of Lieben Scarlau,one-and-a-half days of sawing,August,1456
383,305,Heyne (Henric),Companion of Lieben Scarlau,two days’ work sawing,August,1456
484,305,Heyne (Henric),Companion of Lieben Scarlau,1 ½ days’ work sawing,August,1456
666,305,Heyne (Henric),Companion of Lieben Scarlau,half-day's work,November,1457
696,305,Heyne (Henric),Companion of Lieben Scarlau,four days’ work,March,1458
711,305,Heyne (Henric),Companion of Lieben Scarlau,six days’ work,March,1458
741,305,Heyne (Henric),Companion of Lieben Scarlau,half-day's work,April,1458
373,306,--,Vaes de Tiegeldeckere’s Apprentice 2,five days each day 9 s,July,1456
373,307,--,Vaes de Tiegeldeckere’s Apprentice 3,five days each day 9 s,July,1456
375,308,--,Apprentice 2 of Hennen Meyers,four days’ work (unspecified),July,1456
376,309,--,Anonymous Vendor,for batten (lath) and vitsen (trellis?),July,1456
386,310,--,Anonymous Vendor,purchased twine,August,1456
387,310,--,Anonymous Vendor,purchased a broom,August,1456
388,310,--,Anonymous Vendor,purchased three lamps,August,1456
389,311,--,Anonymous Vendor,for clayware (?),September,1456
391,311,--,Anonymous Vendor,for twine,September,1456
392,311,--,Anonymous Vendor,for more twine,September,1456
410,312,Hennen ,Stier (Apprentice to Jan Tgrex),(work) in Dormale three days at a daily rate of 3 ½ s,April,1457
618,312,Hennen ,Stier (Apprentice to Jan Tgrex),four days’ work (unspecified),September,1457
676,312,Hennen ,Stier (Apprentice to Jan Tgrex),three days’ work,November,1457
683,312,Hennen ,Stier (Apprentice to Jan Tgrex),four days’ work,December,1457
700,312,Hennen ,Stier (Apprentice to Jan Tgrex),three days’ work,March,1458
